,x,y,Appliances
0,16.5,63.21985447626403,60
1,19.5,61.48780366869515,60
2,26.0,57.15767664977295,50
3,35.0,53.6935750346352,50
4,18.0,79.67433714816836,60
5,36.0,53.6935750346352,50
6,36.0,53.6935750346352,60
7,33.0,58.88972745734183,60
8,32.5,59.75575286112627,60
9,18.5,78.80831174438393,70
10,18.5,78.80831174438393,230
11,18.5,78.80831174438393,580
12,35.0,55.425625842204084,430
13,29.5,77.07626093681505,250
14,38.0,51.96152422706632,100
15,36.5,80.5403625519528,100
16,35.0,60.6217782649107,90
17,38.0,51.96152422706632,70
18,30.5,80.5403625519528,80
19,35.0,55.425625842204084,140
20,38.5,52.827549630850754,120
21,18.5,78.80831174438393,190
22,38.5,70.14805770653953,110
23,18.5,78.80831174438393,110
24,19.0,79.67433714816836,110
25,30.5,78.80831174438393,110
26,16.0,79.67433714816836,100
27,31.0,81.40638795573724,100
28,38.5,51.09549882328188,100
29,27.5,82.27241335952166,100
30,36.5,82.27241335952166,110
31,40.0,81.40638795573724,400
32,37.0,83.13843876330611,400
33,16.5,80.5403625519528,390
34,38.0,50.229473419497445,240
35,33.0,60.6217782649107,60
36,38.0,50.229473419497445,60
37,15.0,79.67433714816836,60
38,46.5,63.21985447626403,50
39,33.5,82.27241335952166,70
40,46.5,56.29165124598852,60
41,48.0,67.54998149518622,40
42,48.5,61.48780366869515,40
43,42.5,73.6121593216773,30
44,40.0,74.47818472546172,40
45,39.0,51.96152422706632,50
46,14.5,77.07626093681505,310
47,35.5,80.5403625519528,380
48,36.5,52.827549630850754,380
49,33.5,59.75575286112627,370
50,24.5,64.9519052838329,120
51,38.5,51.09549882328188,50
52,23.5,64.9519052838329,40
53,21.0,71.01408311032398,50
54,15.0,76.2102355330306,40
55,15.0,76.2102355330306,50
56,22.0,69.2820323027551,50
57,25.0,64.08587988004847,50
58,34.5,63.21985447626403,40
59,23.5,66.68395609140177,40
60,39.0,51.96152422706632,30
61,21.5,70.14805770653953,20
62,24.5,64.9519052838329,20
63,22.0,69.2820323027551,40
64,33.5,63.21985447626403,50
65,21.0,71.01408311032398,50
66,24.5,64.9519052838329,40
67,39.0,58.88972745734183,50
68,16.0,76.2102355330306,40
69,39.0,51.96152422706632,40
70,22.0,69.2820323027551,40
71,39.0,51.96152422706632,60
72,23.0,69.2820323027551,50
73,22.0,69.2820323027551,50
74,24.5,64.9519052838329,40
75,39.0,51.96152422706632,40
76,39.0,51.96152422706632,40
77,23.5,68.41600689897065,40
78,39.0,58.88972745734183,50
79,38.5,52.827549630850754,70
80,26.0,69.2820323027551,40
81,42.5,63.21985447626403,30
82,28.0,74.47818472546172,20
83,24.5,73.6121593216773,30
84,43.0,62.353829072479584,40
85,18.5,77.07626093681505,50
86,40.0,64.08587988004847,60
87,18.0,77.94228634059948,60
88,19.0,77.94228634059948,70
89,19.0,77.94228634059948,60
90,19.0,77.94228634059948,140
91,18.0,77.94228634059948,110
92,33.0,62.353829072479584,90
93,39.0,51.96152422706632,60
94,39.5,58.02370205355739,60
95,39.0,51.96152422706632,60
96,24.0,65.81793068761735,50
97,24.0,67.54998149518622,60
98,41.0,57.15767664977295,50
99,45.5,70.14805770653953,30
100,45.5,66.68395609140177,40
101,25.0,72.74613391789285,30
102,23.5,73.6121593216773,260
103,42.0,53.6935750346352,500
104,44.5,68.41600689897065,450
105,19.0,77.94228634059948,50
106,14.5,75.34421012924616,60
107,24.5,64.9519052838329,60
108,39.5,51.09549882328188,50
109,34.0,65.81793068761735,50
110,40.5,51.09549882328188,50
111,45.0,62.353829072479584,60
112,25.0,72.74613391789285,60
113,36.0,81.40638795573724,60
114,12.5,77.07626093681505,60
115,9.0,77.94228634059948,190
116,51.0,64.08587988004847,220
117,8.0,79.67433714816836,170
118,33.0,1.7320508075688776,390
119,46.5,82.27241335952166,90
120,44.0,45.033320996790806,60
121,44.5,84.00446416709055,290
122,44.5,84.00446416709055,130
123,9.0,83.13843876330611,140
124,45.5,44.16729559300637,240
125,31.5,4.330127018922194,50
126,46.0,84.870489570875,60
127,8.5,84.00446416709055,60
128,9.0,84.870489570875,60
129,46.5,85.73651497465943,370
130,46.5,85.73651497465943,200
131,6.0,81.40638795573724,70
132,4.5,80.5403625519528,50
133,46.5,85.73651497465943,40
134,45.5,44.16729559300637,40
135,46.0,83.13843876330611,30
136,45.5,84.00446416709055,30
137,47.0,84.870489570875,30
138,45.0,41.569219381653056,30
139,50.0,83.13843876330611,40
140,47.5,0.8660254037844388,50
141,50.5,84.00446416709055,40
142,5.0,83.13843876330611,40
143,4.5,82.27241335952166,40
144,56.5,52.827549630850754,60
145,53.5,78.80831174438393,60
146,6.5,82.27241335952166,210
147,47.5,45.89934640057525,380
148,8.5,80.5403625519528,370
149,42.5,47.63139720814413,230
150,39.5,84.00446416709055,80
151,38.5,84.00446416709055,90
152,25.0,0.0,70
153,34.5,85.73651497465943,40
154,22.0,60.6217782649107,40
155,11.0,72.74613391789285,30
156,22.5,59.75575286112627,50
157,11.0,74.47818472546172,50
158,16.5,66.68395609140177,60
159,11.5,71.88010851410841,50
160,16.5,66.68395609140177,60
161,38.0,48.49742261192857,60
162,21.0,62.353829072479584,60
163,37.0,48.49742261192857,50
164,38.0,48.49742261192857,50
165,19.5,63.21985447626403,50
166,12.0,74.47818472546172,50
167,18.5,64.9519052838329,50
168,35.0,48.49742261192857,60
169,18.0,65.81793068761735,60
170,47.0,69.2820323027551,40
171,40.5,51.09549882328188,30
172,39.0,51.96152422706632,30
173,26.0,72.74613391789285,30
174,26.0,72.74613391789285,40
175,41.0,51.96152422706632,50
176,47.0,67.54998149518622,50
177,45.0,62.353829072479584,50
178,46.0,71.01408311032398,40
179,40.5,51.09549882328188,50
180,17.5,66.68395609140177,40
181,13.5,78.80831174438393,40
182,40.5,49.363448015713004,40
183,41.0,83.13843876330611,40
