,x,y,Appliances
0,30.5,12.99038105676658,60
1,31.0,13.856406460551021,60
2,33.0,15.588457268119896,50
3,3.5,14.722431864335457,50
4,28.0,10.392304845413264,60
5,4.5,12.99038105676658,50
6,4.5,12.99038105676658,60
7,0.5,12.99038105676658,60
8,0.5,12.99038105676658,60
9,28.0,8.660254037844387,70
10,27.5,9.526279441628825,230
11,27.5,9.526279441628825,580
12,0.5,12.99038105676658,430
13,30.0,12.124355652982143,250
14,4.0,12.124355652982143,100
15,31.0,13.856406460551021,100
16,3.0,12.124355652982143,90
17,5.5,12.99038105676658,70
18,29.5,12.99038105676658,80
19,3.0,12.124355652982143,140
20,5.0,12.124355652982143,120
21,27.5,9.526279441628825,190
22,0.5,12.99038105676658,110
23,27.5,9.526279441628825,110
24,28.0,10.392304845413264,110
25,29.0,12.124355652982143,110
26,27.5,7.794228634059948,100
27,29.5,12.99038105676658,100
28,5.5,12.99038105676658,100
29,29.0,12.124355652982143,100
30,30.5,14.722431864335457,110
31,32.5,14.722431864335457,400
32,30.5,14.722431864335457,400
33,27.5,9.526279441628825,390
34,5.5,12.99038105676658,240
35,33.0,15.588457268119896,60
36,5.5,12.99038105676658,60
37,27.5,7.794228634059948,60
38,4.0,10.392304845413264,50
39,27.0,12.124355652982143,70
40,5.5,11.258330249197702,60
41,3.5,9.526279441628825,40
42,5.0,10.392304845413264,40
43,2.0,8.660254037844387,30
44,30.0,13.856406460551021,40
45,4.5,11.258330249197702,50
46,28.0,6.9282032302755105,310
47,31.0,13.856406460551021,380
48,3.0,12.124355652982143,380
49,2.0,12.124355652982143,370
50,31.0,13.856406460551021,120
51,4.5,12.99038105676658,50
52,31.0,13.856406460551021,40
53,28.5,11.258330249197702,50
54,29.0,6.9282032302755105,40
55,29.0,6.9282032302755105,50
56,29.0,12.124355652982143,50
57,31.5,14.722431864335457,50
58,1.5,11.258330249197702,40
59,30.5,12.99038105676658,40
60,5.5,12.99038105676658,30
61,29.5,11.258330249197702,20
62,31.0,13.856406460551021,20
63,30.0,12.124355652982143,40
64,1.5,11.258330249197702,50
65,29.5,11.258330249197702,50
66,31.0,13.856406460551021,40
67,3.0,12.124355652982143,50
68,29.0,6.9282032302755105,40
69,4.5,12.99038105676658,40
70,30.0,12.124355652982143,40
71,4.5,12.99038105676658,60
72,30.0,12.124355652982143,50
73,30.0,12.124355652982143,50
74,31.0,13.856406460551021,40
75,4.5,12.99038105676658,40
76,4.5,12.99038105676658,40
77,30.5,12.99038105676658,40
78,3.0,12.124355652982143,50
79,5.0,12.124355652982143,70
80,30.5,12.99038105676658,40
81,3.0,10.392304845413264,30
82,30.0,12.124355652982143,20
83,28.5,11.258330249197702,30
84,4.0,10.392304845413264,40
85,28.5,9.526279441628825,50
86,3.0,10.392304845413264,60
87,29.0,8.660254037844387,60
88,29.0,10.392304845413264,70
89,28.5,9.526279441628825,60
90,29.0,10.392304845413264,140
91,29.0,8.660254037844387,110
92,1.5,11.258330249197702,90
93,5.0,12.124355652982143,60
94,4.0,12.124355652982143,60
95,4.0,12.124355652982143,60
96,31.0,13.856406460551021,50
97,30.5,12.99038105676658,60
