x,y,Appliances
1.5,0.8660254037844388,0.04672897196261682
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
2.0,1.7320508075688776,0.05607476635514019
0.5,0.8660254037844388,0.205607476635514
0.5,0.8660254037844388,0.5327102803738318
2.0,3.4641016151377553,0.3925233644859813
1.5,0.8660254037844388,0.22429906542056074
2.0,3.4641016151377553,0.08411214953271029
2.0,3.4641016151377553,0.08411214953271029
2.0,3.4641016151377553,0.07476635514018692
2.0,3.4641016151377553,0.05607476635514019
1.5,0.8660254037844388,0.06542056074766356
2.0,3.4641016151377553,0.12149532710280375
2.0,3.4641016151377553,0.102803738317757
1.5,0.8660254037844388,0.16822429906542058
1.5,0.8660254037844388,0.09345794392523364
1.5,0.8660254037844388,0.09345794392523364
1.5,0.8660254037844388,0.09345794392523364
1.5,0.8660254037844388,0.09345794392523364
1.5,0.8660254037844388,0.08411214953271029
1.5,0.8660254037844388,0.08411214953271029
2.0,3.4641016151377553,0.08411214953271029
1.5,0.8660254037844388,0.08411214953271029
2.0,3.4641016151377553,0.09345794392523364
2.0,3.4641016151377553,0.36448598130841126
2.0,3.4641016151377553,0.36448598130841126
1.5,0.8660254037844388,0.3551401869158879
2.0,3.4641016151377553,0.21495327102803738
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.05607476635514019
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.018691588785046728
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.28037383177570097
2.0,3.4641016151377553,0.3457943925233645
2.0,3.4641016151377553,0.3457943925233645
2.0,3.4641016151377553,0.33644859813084116
2.0,3.4641016151377553,0.102803738317757
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.03738317757009346
4.0,0.0,0.028037383177570097
4.0,0.0,0.03738317757009346
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.018691588785046728
4.0,0.0,0.009345794392523366
2.0,3.4641016151377553,0.009345794392523366
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.04672897196261682
4.0,0.0,0.03738317757009346
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.05607476635514019
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.018691588785046728
3.0,1.7320508075688776,0.009345794392523366
4.0,0.0,0.018691588785046728
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
4.0,0.0,0.04672897196261682
3.0,1.7320508075688776,0.05607476635514019
2.0,1.7320508075688776,0.04672897196261682
3.0,1.7320508075688776,0.12149532710280375
2.0,1.7320508075688776,0.09345794392523364
2.0,3.4641016151377553,0.07476635514018692
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
3.0,1.7320508075688776,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.018691588785046728
2.0,3.4641016151377553,0.028037383177570097
3.0,1.7320508075688776,0.018691588785046728
3.0,1.7320508075688776,0.2336448598130841
2.0,3.4641016151377553,0.45794392523364486
2.0,3.4641016151377553,0.411214953271028
3.0,1.7320508075688776,0.03738317757009346
4.0,0.0,0.04672897196261682
3.0,1.7320508075688776,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
3.0,1.7320508075688776,0.04672897196261682
3.0,1.7320508075688776,0.04672897196261682
4.0,0.0,0.04672897196261682
4.0,0.0,0.16822429906542058
2.0,3.4641016151377553,0.19626168224299065
4.0,0.0,0.14953271028037385
2.0,3.4641016151377553,0.3551401869158879
2.0,3.4641016151377553,0.07476635514018692
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.26168224299065423
2.0,3.4641016151377553,0.11214953271028037
4.0,0.0,0.12149532710280375
2.0,3.4641016151377553,0.21495327102803738
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
4.0,0.0,0.04672897196261682
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.33644859813084116
2.0,3.4641016151377553,0.17757009345794394
1.5,0.8660254037844388,0.05607476635514019
1.5,0.8660254037844388,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.018691588785046728
3.0,1.7320508075688776,0.018691588785046728
3.0,1.7320508075688776,0.018691588785046728
2.0,3.4641016151377553,0.018691588785046728
3.0,1.7320508075688776,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
1.5,0.8660254037844388,0.028037383177570097
1.5,0.8660254037844388,0.028037383177570097
2.0,3.4641016151377553,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
1.5,0.8660254037844388,0.1869158878504673
2.0,3.4641016151377553,0.3457943925233645
1.5,0.8660254037844388,0.33644859813084116
2.0,3.4641016151377553,0.205607476635514
2.0,3.4641016151377553,0.06542056074766356
1.5,0.8660254037844388,0.07476635514018692
1.5,0.8660254037844388,0.05607476635514019
1.5,0.8660254037844388,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
1.5,0.8660254037844388,0.018691588785046728
2.0,3.4641016151377553,0.03738317757009346
1.5,0.8660254037844388,0.03738317757009346
1.5,0.8660254037844388,0.04672897196261682
1.5,0.8660254037844388,0.03738317757009346
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.04672897196261682
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
1.5,0.8660254037844388,0.03738317757009346
1.5,0.8660254037844388,0.03738317757009346
1.5,0.8660254037844388,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
1.5,0.8660254037844388,0.04672897196261682
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.018691588785046728
2.0,3.4641016151377553,0.018691588785046728
1.5,0.8660254037844388,0.018691588785046728
1.5,0.8660254037844388,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
1.5,0.8660254037844388,0.028037383177570097
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.018691588785046728
2.0,3.4641016151377553,0.009345794392523366
2.0,3.4641016151377553,0.018691588785046728
2.0,3.4641016151377553,0.009345794392523366
4.0,0.0,0.028037383177570097
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.04672897196261682
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.03738317757009346
4.0,0.0,0.03738317757009346
4.0,0.0,0.03738317757009346
4.0,0.0,0.028037383177570097
4.0,0.0,0.018691588785046728
4.0,0.0,0.009345794392523366
4.0,0.0,0.009345794392523366
4.0,0.0,0.009345794392523366
4.0,0.0,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
4.0,0.0,0.028037383177570097
2.0,3.4641016151377553,0.028037383177570097
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.03738317757009346
3.0,1.7320508075688776,0.03738317757009346
2.0,3.4641016151377553,0.03738317757009346
2.0,3.4641016151377553,0.028037383177570097
4.0,0.0,0.028037383177570097
4.0,0.0,0.03738317757009346
4.0,0.0,0.009345794392523366
4.0,0.0,0.009345794392523366
3.0,1.7320508075688776,0.03738317757009346
2.0,3.4641016151377553,0.018691588785046728
3.0,1.7320508075688776,0.03738317757009346
2.0,1.7320508075688776,0.03738317757009346
2.0,1.7320508075688776,0.17757009345794394
2.0,1.7320508075688776,0.09345794392523364
2.0,3.4641016151377553,0.06542056074766356
3.0,1.7320508075688776,0.03738317757009346
4.0,0.0,0.03738317757009346
3.0,1.7320508075688776,0.03738317757009346
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.018691588785046728
3.0,1.7320508075688776,0.15887850467289721
3.0,1.7320508075688776,0.31775700934579443
3.0,1.7320508075688776,0.31775700934579443
3.0,1.7320508075688776,0.2710280373831776
3.0,1.7320508075688776,0.36448598130841126
3.0,1.7320508075688776,0.3551401869158879
3.0,1.7320508075688776,0.26168224299065423
2.0,1.7320508075688776,0.04672897196261682
3.0,1.7320508075688776,0.05607476635514019
2.0,1.7320508075688776,0.09345794392523364
3.0,1.7320508075688776,0.07476635514018692
3.0,1.7320508075688776,0.04672897196261682
3.0,1.7320508075688776,0.05607476635514019
3.0,1.7320508075688776,0.06542056074766356
3.0,1.7320508075688776,0.04672897196261682
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.018691588785046728
3.0,1.7320508075688776,0.05607476635514019
3.0,1.7320508075688776,0.03738317757009346
3.0,1.7320508075688776,0.06542056074766356
3.0,1.7320508075688776,0.06542056074766356
3.0,1.7320508075688776,0.03738317757009346
3.0,1.7320508075688776,0.028037383177570097
1.5,2.598076211353316,0.03738317757009346
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.03738317757009346
3.0,1.7320508075688776,0.018691588785046728
3.0,1.7320508075688776,0.018691588785046728
2.0,1.7320508075688776,0.009345794392523366
2.0,1.7320508075688776,0.009345794392523366
3.0,1.7320508075688776,0.03738317757009346
3.0,1.7320508075688776,0.028037383177570097
3.0,1.7320508075688776,0.03738317757009346
